line_code	Envs	Value	Traits
Line109	C	198.43	KWPE
Line109	D	198.6	KWPE
Line110	A	182.28	KWPE
Line110	B	155.49	KWPE
Line110	C	200.22	KWPE
Line110	D	197.19	KWPE
Line111	A	217.93	KWPE
Line111	B	152.32	KWPE
Line111	C	225.08	KWPE
Line111	D	165.72	KWPE
Line112	A	243.47	KWPE
Line112	B	159.91	KWPE
Line112	C	232.65	KWPE
Line112	D	224.27	KWPE
Line113	A	192.12	KWPE
Line113	B	170.52	KWPE
Line113	C	232.76	KWPE
Line113	D	233.3	KWPE
Line114	A	178.13	KWPE
Line114	B	193.15	KWPE
Line114	C	206.47	KWPE
Line114	D	200.87	KWPE
Line118	A	199.34	KWPE
Line118	B	153.14	KWPE
Line118	C	208.85	KWPE
Line118	D	191.24	KWPE
Line122	A	185.51	KWPE
Line122	B	152.49	KWPE
Line122	C	238.43	KWPE
Line122	D	273.52	KWPE
Line123	A	231.97	KWPE
Line123	B	208.61	KWPE
Line123	C	271.02	KWPE
Line123	D	232.54	KWPE
Line124	A	183.2	KWPE
Line124	B	177.43	KWPE
Line124	C	217.38	KWPE
Line124	D	273.26	KWPE
Line129	A	214.53	KWPE
Line129	B	189.97	KWPE
Line129	C	190.67	KWPE
Line129	D	232.22	KWPE
Line131	A	141.07	KWPE
Line131	B	163.76	KWPE
Line131	C	200.51	KWPE
Line131	D	169.97	KWPE
Line134	A	171.68	KWPE
Line134	B	145.76	KWPE
Line134	C	182.4	KWPE
Line134	D	207.8	KWPE
Line135	A	156.55	KWPE
Line135	B	79.71	KWPE
Line135	C	208.9	KWPE
Line135	D	122.24	KWPE
Line137	A	174.98	KWPE
Line137	B	124.59	KWPE
Line137	C	190.3	KWPE
Line137	D	194.75	KWPE
Line138	A	178.24	KWPE
Line138	B	124.64	KWPE
Line138	C	171.4	KWPE
Line138	D	144.4	KWPE
Line142	A	190.29	KWPE
Line142	B	145.94	KWPE
Line142	C	188.42	KWPE
Line142	D	152.63	KWPE
Line144	A	228.12	KWPE
Line144	B	153.66	KWPE
Line144	C	210.15	KWPE
Line144	D	226.9	KWPE
Line147	A	222.96	KWPE
Line147	B	204.65	KWPE
Line147	C	185.4	KWPE
Line147	D	209.75	KWPE
Line151	A	213.27	KWPE
Line151	B	166.5	KWPE
Line151	C	215.63	KWPE
Line151	D	210.09	KWPE
Line152	A	104.55	KWPE
Line152	B	81.67	KWPE
Line152	C	205.27	KWPE
Line152	D	242.12	KWPE
Line156	A	207.42	KWPE
Line156	B	193.71	KWPE
Line156	C	237.97	KWPE
Line156	D	245.25	KWPE
Line166	A	197.24	KWPE
Line166	B	196.98	KWPE
Line166	C	208.27	KWPE
Line166	D	214.81	KWPE
Line167	A	221.59	KWPE
Line167	B	170.69	KWPE
Line167	C	176.44	KWPE
Line167	D	207.89	KWPE
Line170	A	293	KWPE
Line170	B	184.73	KWPE
Line170	C	234.84	KWPE
Line170	D	242.08	KWPE
Line171	A	257.74	KWPE
Line171	B	229.3	KWPE
Line171	C	205.44	KWPE
Line171	D	242.78	KWPE
Line176	A	282.57	KWPE
Line176	B	189.69	KWPE
Line176	C	220.96	KWPE
Line176	D	205.91	KWPE
Line179	A	202.66	KWPE
Line179	B	151.54	KWPE
Line179	C	164.62	KWPE
Line179	D	172.17	KWPE
Line186	A	167.08	KWPE
Line186	B	154.37	KWPE
Line186	C	169.43	KWPE
Line186	D	139.54	KWPE
Line191	A	233.94	KWPE
Line191	B	160.48	KWPE
Line191	C	166.34	KWPE
Line191	D	142.17	KWPE
Line194	A	197.37	KWPE
Line194	B	198.15	KWPE
Line194	C	229.94	KWPE
Line194	D	208.94	KWPE
Line195	A	242.17	KWPE
Line195	B	170.4	KWPE
Line195	C	240.94	KWPE
Line195	D	162.7	KWPE
Line203	A	225.95	KWPE
Line203	B	198.92	KWPE
Line203	C	227.12	KWPE
Line203	D	201.93	KWPE
Line204	A	192.51	KWPE
Line204	B	182.67	KWPE
Line204	C	225.21	KWPE
Line204	D	201.67	KWPE
Line205	A	174.94	KWPE
Line205	B	179.27	KWPE
Line205	C	196.56	KWPE
Line205	D	163.29	KWPE
Line206	A	218.17	KWPE
Line206	B	203.36	KWPE
Line206	C	241.17	KWPE
Line206	D	232.19	KWPE
Line208	A	205.75	KWPE
Line208	B	131.15	KWPE
Line208	C	273.38	KWPE
Line208	D	238.48	KWPE
Line209	A	178.45	KWPE
Line209	B	143.83	KWPE
Line209	C	175.96	KWPE
Line209	D	191.78	KWPE
Line211	A	160.69	KWPE
Line211	B	161.99	KWPE
Line211	C	251.13	KWPE
Line211	D	212.45	KWPE
Line212	A	203.22	KWPE
Line212	B	187.06	KWPE
Line212	C	202.63	KWPE
Line212	D	219.78	KWPE
Line222	A	187.62	KWPE
Line222	B	145.28	KWPE
Line222	C	147.41	KWPE
Line222	D	186.41	KWPE
Line223	A	216.53	KWPE
Line223	B	118.68	KWPE
Line223	C	202.18	KWPE
Line223	D	85.31	KWPE
Line231	A	208.7	KWPE
Line231	B	151.44	KWPE
Line231	C	206.48	KWPE
Line231	D	207.09	KWPE
Line232	A	226.28	KWPE
Line232	B	180.6	KWPE
Line232	C	224.89	KWPE
Line232	D	215.38	KWPE
Line233	A	222.06	KWPE
Line233	B	156.05	KWPE
Line233	C	233.47	KWPE
Line233	D	241.33	KWPE
Line238	A	123.39	KWPE
Line238	B	167.09	KWPE
Line238	C	205.16	KWPE
Line238	D	197.3	KWPE
Line241	A	128.4	KWPE
Line241	B	139.37	KWPE
Line241	C	204.22	KWPE
Line241	D	140.66	KWPE
Line245	A	149.02	KWPE
Line245	B	163.25	KWPE
Line245	C	196.58	KWPE
Line245	D	180.07	KWPE
Line250	A	225.37	KWPE
Line250	B	178.87	KWPE
Line250	C	234.22	KWPE
Line250	D	218.04	KWPE
Line254	A	254.49	KWPE
Line254	B	211.23	KWPE
Line254	C	273.67	KWPE
Line254	D	268.55	KWPE
Line256	A	247.61	KWPE
Line256	B	175.19	KWPE
Line256	C	259.83	KWPE
Line256	D	256.87	KWPE
Line257	A	179.39	KWPE
Line257	B	168.79	KWPE
Line257	C	190.63	KWPE
Line257	D	187.58	KWPE
Line259	A	197.47	KWPE
Line259	B	170.01	KWPE
Line259	C	168.2	KWPE
Line259	D	181.07	KWPE
Line265	A	163.51	KWPE
Line265	B	157.2	KWPE
Line265	C	99.6	KWPE
Line265	D	151.81	KWPE
Line267	A	173.93	KWPE
Line267	B	172.12	KWPE
Line267	C	176.53	KWPE
Line267	D	169.56	KWPE
Line268	A	243.71	KWPE
Line268	B	184.75	KWPE
Line268	C	261.11	KWPE
Line268	D	153.12	KWPE
Line271	A	182.89	KWPE
Line271	B	151.38	KWPE
Line271	C	231.74	KWPE
Line271	D	37.52	KWPE
Line272	A	173.57	KWPE
Line272	B	118.72	KWPE
Line272	C	150.96	KWPE
Line272	D	150.33	KWPE
Line273	A	171.16	KWPE
Line273	B	130.6	KWPE
Line273	C	176.45	KWPE
Line273	D	185.06	KWPE
Line275	A	198.28	KWPE
Line275	B	109.67	KWPE
Line275	C	144.54	KWPE
Line275	D	158.84	KWPE
Line277	A	189.55	KWPE
Line277	B	158.84	KWPE
Line277	C	149.68	KWPE
Line277	D	122.81	KWPE
Line278	A	312.53	KWPE
Line278	B	182.21	KWPE
Line278	C	236.19	KWPE
Line278	D	216.03	KWPE
Line280	A	211.54	KWPE
Line280	B	138.58	KWPE
Line280	C	213.99	KWPE
Line280	D	205.66	KWPE
Line281	A	244.53	KWPE
Line281	B	181.12	KWPE
Line281	C	173.85	KWPE
Line281	D	169.09	KWPE
Line284	A	144.84	KWPE
Line284	B	191.56	KWPE
Line284	C	201.62	KWPE
Line284	D	198.34	KWPE
Line287	A	169.51	KWPE
Line287	B	154.37	KWPE
Line287	C	221.18	KWPE
Line287	D	190.49	KWPE
Line291	A	217.99	KWPE
Line291	B	140.03	KWPE
Line291	C	201.98	KWPE
Line291	D	220.71	KWPE
Line294	A	215.52	KWPE
Line294	B	146.66	KWPE
Line294	C	217.38	KWPE
Line294	D	169.35	KWPE
Line298	A	116.51	KWPE
Line298	B	195.03	KWPE
Line298	C	204.56	KWPE
Line298	D	211.8	KWPE
Line300	A	233.25	KWPE
Line300	B	116.91	KWPE
Line300	C	203.24	KWPE
Line300	D	186.32	KWPE
Line302	A	139.35	KWPE
Line302	B	195.29	KWPE
Line302	C	185.52	KWPE
Line302	D	NA	KWPE
Line303	A	227.74	KWPE
Line303	B	191.25	KWPE
Line303	C	204.44	KWPE
Line303	D	187.5	KWPE
Line304	A	154.56	KWPE
Line304	B	159.91	KWPE
Line304	C	187.26	KWPE
Line304	D	194.28	KWPE
Line306	A	197.29	KWPE
Line306	B	147.44	KWPE
Line306	C	196.54	KWPE
Line306	D	228.52	KWPE
Line312	A	208.35	KWPE
Line312	B	129.21	KWPE
Line312	C	179.73	KWPE
Line312	D	198.47	KWPE
Line314	A	NA	KWPE
Line314	B	NA	KWPE
Line314	C	NA	KWPE
Line314	D	NA	KWPE
Line316	A	249.7	KWPE
Line316	B	176.38	KWPE
Line316	C	219.16	KWPE
Line316	D	177.67	KWPE
Line317	A	253.24	KWPE
Line317	B	173.86	KWPE
Line317	C	188.31	KWPE
Line317	D	251.19	KWPE
Line321	A	208.83	KWPE
Line321	B	190.66	KWPE
Line321	C	239.42	KWPE
Line321	D	220.98	KWPE
Line324	A	188.77	KWPE
Line324	B	203.55	KWPE
Line324	C	244.12	KWPE
Line324	D	235.66	KWPE
Line325	A	243.37	KWPE
Line325	B	211.49	KWPE
Line325	C	216.54	KWPE
Line325	D	204.02	KWPE
Line327	A	222.51	KWPE
Line327	B	201.53	KWPE
Line327	C	175.01	KWPE
Line327	D	154.14	KWPE
Line330	A	182.09	KWPE
Line330	B	189.58	KWPE
Line330	C	201.33	KWPE
Line330	D	199.11	KWPE
Line337	A	223.03	KWPE
Line337	B	234.36	KWPE
Line337	C	287.02	KWPE
Line337	D	288.58	KWPE
Line338	A	228.16	KWPE
Line338	B	199.91	KWPE
Line338	C	261.58	KWPE
Line338	D	246.56	KWPE
Line339	A	199.8	KWPE
Line339	B	181.05	KWPE
Line339	C	273.67	KWPE
Line339	D	263.73	KWPE
Line341	A	243.24	KWPE
Line341	B	170.76	KWPE
Line341	C	213.75	KWPE
Line341	D	238.62	KWPE
Line342	A	220.39	KWPE
Line342	B	200.05	KWPE
Line342	C	262.73	KWPE
Line342	D	217.28	KWPE
Line343	A	191.28	KWPE
Line343	B	165.87	KWPE
Line343	C	231.54	KWPE
Line343	D	180.78	KWPE
Line348	A	294.65	KWPE
Line348	B	200.2	KWPE
Line348	C	174.3	KWPE
Line348	D	205.56	KWPE
Line349	A	272.47	KWPE
Line349	B	165.23	KWPE
Line349	C	220.94	KWPE
Line349	D	239.45	KWPE
Line350	A	198.17	KWPE
Line350	B	181.7	KWPE
Line350	C	247.69	KWPE
Line350	D	208.31	KWPE
Line352	A	230.65	KWPE
Line352	B	169.8	KWPE
Line352	C	242.83	KWPE
Line352	D	239.04	KWPE
Line358	A	229.45	KWPE
Line358	B	159.62	KWPE
Line358	C	292.25	KWPE
Line358	D	299.25	KWPE
Line361	A	205.61	KWPE
Line361	B	205.97	KWPE
Line361	C	226.88	KWPE
Line361	D	184.46	KWPE
Line366	A	243.05	KWPE
Line366	B	219.5	KWPE
Line366	C	222.52	KWPE
Line366	D	196.99	KWPE
Line368	A	162.57	KWPE
Line368	B	156.04	KWPE
Line368	C	228	KWPE
Line368	D	249.5	KWPE
Line369	A	218.87	KWPE
Line369	B	188.02	KWPE
Line369	C	222.2	KWPE
Line369	D	192.5	KWPE
Line380	A	255.91	KWPE
Line380	B	36.41	KWPE
Line380	C	239.58	KWPE
Line380	D	215.74	KWPE
Line382	A	206.11	KWPE
Line382	B	135.94	KWPE
Line382	C	189.35	KWPE
Line382	D	143.23	KWPE
Line384	A	169.19	KWPE
Line384	B	161.92	KWPE
Line384	C	201.79	KWPE
Line384	D	213.54	KWPE
Line385	A	182.66	KWPE
Line385	B	178.13	KWPE
Line385	C	161.72	KWPE
Line385	D	188.45	KWPE
Line386	A	212.97	KWPE
Line386	B	177.07	KWPE
Line386	C	223.44	KWPE
Line386	D	251.81	KWPE
Line389	A	221.74	KWPE
Line389	B	171.66	KWPE
Line389	C	205.23	KWPE
Line389	D	169.12	KWPE
Line393	A	232.26	KWPE
Line393	B	167.51	KWPE
Line393	C	166.76	KWPE
Line393	D	152.63	KWPE
Line408	A	180.2	KWPE
Line408	B	161.55	KWPE
Line408	C	182.2	KWPE
Line408	D	164.74	KWPE
Line414	A	188.09	KWPE
Line414	B	205.59	KWPE
Line414	C	220.01	KWPE
Line414	D	198.69	KWPE
Line416	A	166.37	KWPE
Line416	B	145.31	KWPE
Line416	C	256.63	KWPE
Line416	D	242.37	KWPE
Line417	A	282.5	KWPE
Line417	B	88.52	KWPE
Line417	C	206.29	KWPE
Line417	D	182.33	KWPE
Line425	A	233.74	KWPE
Line425	B	168.1	KWPE
Line425	C	255.79	KWPE
Line425	D	246.5	KWPE
Line426	A	232.91	KWPE
Line426	B	171.17	KWPE
Line426	C	209.27	KWPE
Line426	D	215.06	KWPE
Line429	A	248.98	KWPE
Line429	B	205.42	KWPE
Line429	C	207.1	KWPE
Line429	D	245.26	KWPE
Line431	A	219.93	KWPE
Line431	B	140.67	KWPE
Line431	C	196.18	KWPE
Line431	D	170.73	KWPE
Line436	A	200.94	KWPE
Line436	B	220.54	KWPE
Line436	C	212.37	KWPE
Line436	D	195.01	KWPE
Line441	A	194.82	KWPE
Line441	B	142.22	KWPE
Line441	C	170.67	KWPE
Line441	D	147.54	KWPE
Line444	A	183.18	KWPE
Line444	B	157.03	KWPE
Line444	C	205.26	KWPE
Line444	D	222.36	KWPE
Line446	A	234.55	KWPE
Line446	B	110.49	KWPE
Line446	C	223.15	KWPE
Line446	D	236.29	KWPE
Line447	A	207.54	KWPE
Line447	B	149.15	KWPE
Line447	C	234.6	KWPE
Line447	D	44.93	KWPE
Line453	A	173.05	KWPE
Line453	B	154.93	KWPE
Line453	C	173.34	KWPE
Line453	D	227.47	KWPE
Line461	A	135.9	KWPE
Line461	B	176.33	KWPE
Line461	C	212.77	KWPE
Line461	D	179.08	KWPE
Line463	A	227.9	KWPE
Line463	B	172.33	KWPE
Line463	C	212.06	KWPE
Line463	D	211.66	KWPE
Line464	A	198.67	KWPE
Line464	B	205.72	KWPE
Line464	C	189.4	KWPE
Line464	D	178.13	KWPE
Line466	A	185.47	KWPE
Line466	B	170.91	KWPE
Line466	C	217.25	KWPE
Line466	D	152.82	KWPE
Line467	A	264.39	KWPE
Line467	B	181.1	KWPE
Line467	C	252.96	KWPE
Line467	D	246.29	KWPE
Line468	A	176.93	KWPE
Line468	B	159.95	KWPE
Line468	C	233.57	KWPE
Line468	D	163.25	KWPE
Line472	A	162.55	KWPE
Line472	B	178.15	KWPE
Line472	C	236.91	KWPE
Line472	D	84.41	KWPE
Line473	A	126.22	KWPE
Line473	B	143.36	KWPE
Line473	C	177.84	KWPE
Line473	D	211.86	KWPE
Line475	A	206.17	KWPE
Line475	B	155.7	KWPE
Line475	C	244	KWPE
Line475	D	163.82	KWPE
Line477	A	195.45	KWPE
Line477	B	150.51	KWPE
Line477	C	229.16	KWPE
Line477	D	216.8	KWPE
Line478	A	197.88	KWPE
Line478	B	134.5	KWPE
Line478	C	160.98	KWPE
Line478	D	165.36	KWPE
Line479	A	186.95	KWPE
Line479	B	167.17	KWPE
Line479	C	222.58	KWPE
Line479	D	181.29	KWPE
Line480	A	163.99	KWPE
Line480	B	205.12	KWPE
Line480	C	217.15	KWPE
Line480	D	247.88	KWPE
Line482	A	159.08	KWPE
Line482	B	151.4	KWPE
Line482	C	244.16	KWPE
Line482	D	216.48	KWPE
Line483	A	213.2	KWPE
Line483	B	344.34	KWPE
Line483	C	182.26	KWPE
Line483	D	149.28	KWPE
Line484	A	190.8	KWPE
Line484	B	151.19	KWPE
Line484	C	136.39	KWPE
Line484	D	179.46	KWPE
Line487	A	234.91	KWPE
Line487	B	163.09	KWPE
Line487	C	219.9	KWPE
Line487	D	115.51	KWPE
Line492	A	185.09	KWPE
Line492	B	125.41	KWPE
Line492	C	218.72	KWPE
Line492	D	201	KWPE
Line497	A	263.25	KWPE
Line497	B	137.44	KWPE
Line497	C	252.89	KWPE
Line497	D	217.48	KWPE
Line505	A	152.17	KWPE
Line505	B	166.79	KWPE
Line505	C	214.73	KWPE
Line505	D	225.61	KWPE
Line509	A	138.67	KWPE
Line509	B	152.91	KWPE
Line509	C	101.83	KWPE
Line509	D	209.89	KWPE
Line514	A	175.54	KWPE
Line514	B	187.64	KWPE
Line514	C	253.06	KWPE
Line514	D	253.85	KWPE
Line515	A	257.53	KWPE
Line515	B	169.54	KWPE
Line515	C	245.26	KWPE
Line515	D	285.52	KWPE
Line517	A	210.11	KWPE
Line517	B	201.74	KWPE
Line517	C	225.74	KWPE
Line517	D	272.65	KWPE
Line521	A	226.43	KWPE
Line521	B	162.64	KWPE
Line521	C	154.53	KWPE
Line521	D	162.14	KWPE
Line522	A	222.69	KWPE
Line522	B	143.69	KWPE
Line522	C	154.67	KWPE
Line522	D	192.81	KWPE
Line526	A	242.05	KWPE
Line526	B	174.01	KWPE
Line526	C	219.46	KWPE
Line526	D	192.76	KWPE
Line529	A	192.84	KWPE
Line529	B	154.22	KWPE
Line529	C	148.38	KWPE
Line529	D	167.48	KWPE
Line530	A	262.84	KWPE
Line530	B	104.34	KWPE
Line530	C	234.12	KWPE
Line530	D	208.75	KWPE
Line537	A	153.92	KWPE
Line537	B	117.48	KWPE
Line537	C	261.43	KWPE
Line537	D	225.76	KWPE
Line538	A	239.5	KWPE
Line538	B	164.64	KWPE
Line538	C	202.37	KWPE
Line538	D	189.79	KWPE
Line539	A	192.96	KWPE
Line539	B	155.49	KWPE
Line539	C	142.45	KWPE
Line539	D	225.14	KWPE
Line540	A	100.95	KWPE
Line540	B	145.46	KWPE
Line540	C	138.78	KWPE
Line540	D	193.01	KWPE
Line544	A	158.89	KWPE
Line544	B	146.92	KWPE
Line544	C	231.51	KWPE
Line544	D	231.23	KWPE
Line545	A	224.88	KWPE
Line545	B	183.25	KWPE
Line545	C	221	KWPE
Line545	D	155.12	KWPE
Line546	A	241.41	KWPE
Line546	B	139.37	KWPE
Line546	C	205.74	KWPE
Line546	D	201.8	KWPE
Line550	A	233.2	KWPE
Line550	B	118.99	KWPE
Line550	C	193.87	KWPE
Line550	D	234.38	KWPE
Line554	A	205.97	KWPE
Line554	B	123.66	KWPE
Line554	C	245.6	KWPE
Line554	D	214.58	KWPE
Line555	A	223.68	KWPE
Line555	B	145.05	KWPE
Line555	C	188.59	KWPE
Line555	D	198.38	KWPE
Line556	A	191	KWPE
Line556	B	164.34	KWPE
Line556	C	164.93	KWPE
Line556	D	171.62	KWPE
Line558	A	NA	KWPE
Line558	B	NA	KWPE
Line558	C	NA	KWPE
Line558	D	NA	KWPE
Line559	A	213.21	KWPE
Line559	B	136.63	KWPE
Line559	C	185.14	KWPE
Line559	D	175.6	KWPE
Line563	A	242.84	KWPE
Line563	B	173.66	KWPE
Line563	C	266.71	KWPE
Line563	D	224.84	KWPE
Line565	A	232.51	KWPE
Line565	B	204.52	KWPE
Line565	C	222.95	KWPE
Line565	D	225.03	KWPE
Line566	A	172.08	KWPE
Line566	B	203.13	KWPE
Line566	C	213.44	KWPE
Line566	D	229.88	KWPE
Line569	A	195.26	KWPE
Line569	B	144.1	KWPE
Line569	C	200.3	KWPE
Line569	D	203.72	KWPE
Line4	A	279.6	PH
Line4	B	227.2	PH
Line4	C	257.6	PH
Line4	D	259	PH
Line18	A	NA	PH
Line18	B	313	PH
Line18	C	261	PH
Line18	D	274.25	PH
Line19	A	270.75	PH
Line19	B	315.6	PH
Line19	C	287.4	PH
Line19	D	288.9	PH
Line25	A	274	PH
Line25	B	275.4	PH
Line25	C	247.4	PH
Line25	D	256.67	PH
Line28	A	270	PH
Line28	B	266.2	PH
Line28	C	252.8	PH
Line28	D	248	PH
Line33	A	362.4	PH
Line33	B	335.6	PH
Line33	C	307.2	PH
Line33	D	302.8	PH
Line34	A	336	PH
Line34	B	314.4	PH
Line34	C	299.67	PH
Line34	D	275	PH
Line38	A	296	PH
Line38	B	321.25	PH
Line38	C	262	PH
Line38	D	296.8	PH
Line42	A	NA	PH
Line42	B	313.5	PH
Line42	C	283.8	PH
Line42	D	319.5	PH
Line43	A	259.2	PH
Line43	B	271	PH
Line43	C	275.6	PH
Line43	D	272.25	PH
Line45	A	NA	PH
Line45	B	265.4	PH
Line45	C	249.2	PH
Line45	D	250.6	PH
Line53	A	300.67	PH
Line53	B	297.8	PH
Line53	C	248.8	PH
Line53	D	282.2	PH
Line54	A	NA	PH
Line54	B	253	PH
Line54	C	260.4	PH
Line54	D	265.7	PH
Line56	A	254	PH
Line56	B	229.8	PH
Line56	C	212.4	PH
Line56	D	237.4	PH
Line57	A	291	PH
Line57	B	281.2	PH
Line57	C	273.2	PH
Line57	D	264.6	PH
Line60	A	290	PH
Line60	B	272	PH
Line60	C	243.8	PH
Line60	D	263.4	PH
Line61	A	NA	PH
Line61	B	288.6	PH
Line61	C	247.8	PH
Line61	D	274.2	PH
Line63	A	281	PH
Line63	B	265	PH
Line63	C	243	PH
Line63	D	276	PH
Line67	A	NA	PH
Line67	B	314.6	PH
Line67	C	380	PH
Line67	D	333.25	PH
Line68	A	323.6	PH
Line68	B	306.6	PH
Line68	C	296.8	PH
Line68	D	301.4	PH
Line76	A	300	PH
Line76	B	298	PH
Line76	C	273.2	PH
Line76	D	280	PH
Line77	A	332.5	PH
Line77	B	320.2	PH
Line77	C	263	PH
Line77	D	291.2	PH
Line79	A	NA	PH
Line79	B	NA	PH
Line79	C	NA	PH
Line79	D	NA	PH
Line80	A	304.6	PH
Line80	B	292.2	PH
Line80	C	285.4	PH
Line80	D	266	PH
Line81	A	330	PH
Line81	B	338.2	PH
Line81	C	278.6	PH
Line81	D	307.2	PH
Line82	A	310.75	PH
Line82	B	305	PH
Line82	C	288	PH
Line82	D	300	PH
Line83	A	328.6	PH
Line83	B	325.2	PH
Line83	C	273.4	PH
Line83	D	305.75	PH
Line84	A	310.4	PH
Line84	B	305	PH
Line84	C	279	PH
Line84	D	287.6	PH
Line85	A	340	PH
Line85	B	349	PH
Line85	C	281	PH
Line85	D	284.2	PH
Line88	A	247	PH
Line88	B	248.8	PH
Line88	C	245.75	PH
Line88	D	265.6	PH
Line89	A	NA	PH
Line89	B	270.8	PH
Line89	C	259.6	PH
Line89	D	245.6	PH
Line102	A	325.33	PH
Line102	B	309.4	PH
Line102	C	264	PH
Line102	D	302.25	PH
Line103	A	327.75	PH
Line103	B	316.2	PH
Line103	C	283	PH
Line103	D	292	PH
Line106	A	NA	PH
Line106	B	287.2	PH
Line106	C	283.6	PH
Line106	D	279.3	PH
Line108	A	309.6	PH
Line108	B	298	PH
Line108	C	284.2	PH
Line108	D	300.38	PH
Line109	A	290	PH
Line109	B	317.6	PH
Line109	C	275.6	PH
Line109	D	309	PH
Line110	A	289.4	PH
Line110	B	282.2	PH
Line110	C	255.8	PH
Line110	D	298	PH
Line111	A	260	PH
Line111	B	209.8	PH
Line111	C	240.8	PH
Line111	D	226	PH
Line112	A	323.4	PH
Line112	B	283.25	PH
Line112	C	282.8	PH
Line112	D	304	PH
Line113	A	250	PH
Line113	B	265.33	PH
Line113	C	251	PH
Line113	D	249	PH
Line114	A	262	PH
Line114	B	276	PH
Line114	C	242.8	PH
Line114	D	268	PH
Line118	A	267.6	PH
Line118	B	267.6	PH
Line118	C	241.2	PH
Line118	D	241.6	PH
Line122	A	314	PH
Line122	B	320.6	PH
Line122	C	291.8	PH
Line122	D	298	PH
Line123	A	289.8	PH
Line123	B	275.4	PH
Line123	C	269.4	PH
Line123	D	263.4	PH
Line124	A	331.8	PH
Line124	B	327.4	PH
Line124	C	299	PH
Line124	D	290.6	PH
Line129	A	291.25	PH
Line129	B	283.2	PH
Line129	C	277.6	PH
Line129	D	280.4	PH
Line131	A	292.5	PH
Line131	B	285.6	PH
Line131	C	265.4	PH
Line131	D	269.4	PH
Line134	A	283	PH
Line134	B	266.6	PH
Line134	C	243	PH
Line134	D	264.4	PH
Line135	A	NA	PH
Line135	B	234.6	PH
Line135	C	244.2	PH
Line135	D	201.75	PH
Line137	A	NA	PH
Line137	B	263.6	PH
Line137	C	252.2	PH
Line137	D	241.2	PH
Line138	A	NA	PH
Line138	B	245.2	PH
Line138	C	242.8	PH
Line138	D	279	PH
Line142	A	NA	PH
Line142	B	244.8	PH
Line142	C	249.6	PH
Line142	D	277.4	PH
Line144	A	274.2	PH
Line144	B	256.2	PH
Line144	C	238.2	PH
Line144	D	253.6	PH
Line147	A	284.6	PH
Line147	B	295.75	PH
Line147	C	235.4	PH
Line147	D	275.2	PH
Line151	A	285.4	PH
Line151	B	266	PH
Line151	C	235	PH
Line151	D	272.6	PH
Line152	A	311.2	PH
Line152	B	272.6	PH
Line152	C	302.25	PH
Line152	D	274.4	PH
Line156	A	330	PH
Line156	B	335.2	PH
Line156	C	290.6	PH
Line156	D	312.4	PH
Line166	A	320.8	PH
Line166	B	309.4	PH
Line166	C	271.4	PH
Line166	D	288.4	PH
Line167	A	NA	PH
Line167	B	305.75	PH
Line167	C	240.8	PH
Line167	D	275.2	PH
Line170	A	308.33	PH
Line170	B	285.67	PH
Line170	C	278.2	PH
Line170	D	280	PH
Line171	A	313.25	PH
Line171	B	278.2	PH
Line171	C	267.2	PH
Line171	D	289.4	PH
Line176	A	266	PH
Line176	B	265.8	PH
Line176	C	248.4	PH
Line176	D	242.8	PH
Line179	A	283.67	PH
Line179	B	257.6	PH
Line179	C	239	PH
Line179	D	265.25	PH
Line186	A	NA	PH
Line186	B	286	PH
Line186	C	247.2	PH
Line186	D	262.8	PH
Line191	A	315.8	PH
Line191	B	306	PH
Line191	C	288.6	PH
Line191	D	269.4	PH
Line194	A	NA	PH
Line194	B	297.6	PH
Line194	C	261	PH
Line194	D	259.4	PH
Line195	A	297.2	PH
Line195	B	287.4	PH
Line195	C	276	PH
Line195	D	286.4	PH
Line203	A	283.4	PH
Line203	B	283.6	PH
Line203	C	262.2	PH
Line203	D	243.8	PH
Line204	A	260.2	PH
Line204	B	278.4	PH
Line204	C	245.75	PH
Line204	D	258.6	PH
Line205	A	316.67	PH
Line205	B	306.6	PH
Line205	C	290.8	PH
Line205	D	296.2	PH
Line206	A	274	PH
Line206	B	290.8	PH
Line206	C	270.2	PH
Line206	D	258	PH
Line208	A	330	PH
Line208	B	314.6	PH
Line208	C	292.2	PH
Line208	D	274.25	PH
Line209	A	297	PH
Line209	B	291.2	PH
Line209	C	272.2	PH
Line209	D	271.6	PH
Line211	A	286.6	PH
Line211	B	248	PH
Line211	C	246.8	PH
Line211	D	254.4	PH
Line212	A	326.2	PH
Line212	B	340.25	PH
Line212	C	286.2	PH
Line212	D	299.4	PH
Line222	A	287.2	PH
Line222	B	280	PH
Line222	C	227.8	PH
Line222	D	262.4	PH
Line223	A	NA	PH
Line223	B	251.4	PH
Line223	C	257.8	PH
Line223	D	217	PH
Line231	A	279.67	PH
Line231	B	284	PH
Line231	C	272.4	PH
Line231	D	262.2	PH
Line232	A	274	PH
Line232	B	276.2	PH
Line232	C	246.4	PH
Line232	D	268.25	PH
Line233	A	NA	PH
Line233	B	306.6	PH
Line233	C	251	PH
Line233	D	258.4	PH
Line238	A	271.8	PH
Line238	B	289.2	PH
Line238	C	298.6	PH
Line238	D	279.8	PH
Line241	A	NA	PH
Line241	B	315.8	PH
Line241	C	353.8	PH
Line241	D	324	PH
Line245	A	NA	PH
Line245	B	331.2	PH
Line245	C	319.75	PH
Line245	D	314.75	PH
